,TCUID,Company,Country,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
29352,233235,Greenyard NV,BELGIUM,BE0003765790,Consumer Staples,74093.0,78385.0,3147998.771,16.419,17.37,697.579,Value derived from data provided in Environmental/CSR,4512.750108033053
29675,233302,Va-Q-tec AG,GERMANY,DE0006636681,Industrials,4268.579,3779.342,18171.128,47.71,42.242,203.1,Estimated data,89.468966282266
29807,233331,Just Eat Takeaway.com N.V.,NETHERLANDS,NL0012015705,Consumer Discretionary,7292.565,19282.96,103161.433,3.133,8.285,44.326,Estimated data,2327.332822648077
29891,233350,EPP N.V.,NETHERLANDS,NL0011983374,Real Estate,2150.604,9435.474,5177.04,12.648,55.493,30.448,Estimated data,170.0309
29896,233351,Shop Apotheke Europe N.V.,NETHERLANDS,NL0012044747,Consumer Discretionary,9749.279,44256.905,75661.622,8.836,40.112,68.576,Estimate used instead of disclosure - data does not cover global operations,1103.3313
29922,233357,trivago N.V.,GERMANY,US89686D1054,Communication Services,888.968,2350.605,12575.442,3.133,8.285,44.326,Estimated data,283.703290570753
30012,233376,Volati AB,SWEDEN,SE0009143662,Industrials,13815.924,10667.201,176946.892,18.999,14.669,243.328,Derived from previous year,727.196290775766
30017,233377,Arcus ASA,NORWAY,NO0010776875,Consumer Staples,16503.075,7324.537,94005.66,48.496,21.524,276.247,Estimated data,340.296281121296
30022,233378,Alligator Bioscience AB (publ),SWEDEN,SE0000767188,Health Care,3.655,21.703,13.032,6.103,36.236,21.758,Estimated data,0.598937805261
30028,233379,Celon Pharma S.A.,POLAND,PLCLNPH00015,Health Care,574.042,426.04,3192.694,16.07,11.927,89.377,Estimated data,35.721499738698
30033,233380,Serneke Group AB (publ),SWEDEN,SE0007278841,Industrials,1450.0,382.83,149822.305,1.943,0.513,200.78,Value derived from data provided in Annual Report/Financial Accounts Disclosure,746.201570253874
30174,233412,Arix Bioscience plc,UNITED KINGDOM,GB00BD045071,Financials,5.02,6.77,4936.342,0.029,0.039,28.347,Value derived from data provided in Annual Report/Financial Accounts Disclosure,174.139294473472
30200,233418,"Prosegur Cash, S.A.",SPAIN,ES0105229001,Industrials,113514.207,13063.238,70599.743,66.067,7.603,41.09,Exact Value from Annual Report/10K/Financial Accounts Disclosure,1718.1655
30205,233419,Avantium N.V.,NETHERLANDS,NL0012047823,Industrials,286.389,252.689,1071.257,25.477,22.479,95.298,Estimated data,11.241177255163
30225,233423,Aumann AG,GERMANY,DE000A2DAM03,Industrials,2800.08,2612.059,47069.405,13.967,13.029,234.785,Estimated data,200.478868415597
30236,233425,Ardagh Group S.A.,LUXEMBOURG,LU1565283667,Materials,2399510.656,1085991.282,2892497.235,356.487,161.342,429.728,Value summed up from data provided in Environmental/CSR,6731.0
30248,233428,"Neinor Homes, S.A.",SPAIN,ES0105251005,Consumer Discretionary,13426.673,8338.931,131912.607,20.567,12.773,202.06,Estimated data,652.839699934716
30368,233455,Instalco AB (publ),SWEDEN,SE0017483506,Industrials,16753.226,8932.032,141246.541,21.66,11.548,182.616,Estimated data,773.460571001032
30409,233463,Kamux Oyj,FINLAND,FI4000206750,Consumer Discretionary,23735.588,31686.319,48431.7,28.761,38.395,58.685,Estimated data,825.279980783022
30414,233464,Ambea AB (publ),SWEDEN,SE0009663826,Health Care,3082.0,882.0,106340.169,2.561,0.733,88.349,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1203.631501636255
30421,233466,LXI REIT PLC,UNITED KINGDOM,GB00BYQ46T41,Real Estate,618.873,2715.219,1489.782,12.648,55.493,30.448,Estimated data,48.929299885902
30461,233476,X-FAB Silicon Foundries SE,BELGIUM,BE0974310428,Information Technology,26436.155,19274.482,71648.871,55.354,40.358,150.023,Estimated data,477.586
30477,233480,Gestamp Automocion SA,SPAIN,ES0105223004,Consumer Discretionary,223155.0,384415.0,3185245.622,25.972,44.741,370.723,Exact Value from CDP,8591.984352864283
30482,233481,MIPS AB (publ),SWEDEN,SE0009216278,Consumer Discretionary,463.501,682.121,10182.475,11.693,17.208,256.876,Estimated data,39.639599786137
30487,233482,Impact Healthcare REIT PLC,UNITED KINGDOM,GB00BYXVMJ03,Real Estate,499.907,2193.271,1203.401,12.648,55.493,30.448,Estimated data,39.5236
30492,233483,Up Global Sourcing Holdings Plc,UNITED KINGDOM,GB00BYX7MG58,Consumer Discretionary,3471.078,2230.493,5786.05,23.796,15.291,39.666,Derived from previous year,145.87
30497,233484,XPS Pensions Group plc,UNITED KINGDOM,GB00BDDN1T20,Financials,267.4,547.7,4876.922,1.757,3.599,32.044,Value derived from data provided in Annual Report/Financial Accounts Disclosure,152.193052679916
30507,233486,Dino Polska S.A.,POLAND,PLDINPL00011,Consumer Staples,26907.986,104178.177,254089.095,10.36,40.112,97.833,Estimated data,2597.1776
30532,233493,Alligo AB (publ),SWEDEN,SE0009922305,Industrials,12199.394,9795.144,29084.202,19.044,15.291,45.403,Estimated data,640.583672014081
30539,233495,Idorsia Ltd,SWITZERLAND,CH0363463438,Health Care,1065.976,1602.793,6634.423,13.948,20.971,86.807,Estimate used instead of disclosure - data does not cover global operations,76.4275
30543,233496,Admie Holding S.A.,GREECE,GRS518003009,Utilities,7429.08,20.395,2198.521,150.464,0.413,44.528,Estimated data,49.374333981168
30570,233502,METRO AG,GERMANY,DE000BFB0019,Consumer Staples,453269.0,692034.0,1966850.564,15.804,24.128,68.576,Value derived from data provided in CDP,28681.4864
30590,233506,ALD S.A.,FRANCE,FR0013258662,Industrials,1041.0,3008.0,582386.27,0.092,0.266,51.487,Value derived from data provided in CDP,11311.384724051466
30594,233507,Carmila S.A.,FRANCE,FR0010828137,Real Estate,3466.0,8445.0,15144.021,6.969,16.979,30.448,Value derived from data provided in CDP,497.379068655863
30897,233853,Nilfisk Holding A/S,DENMARK,DK0060907293,Industrials,11778.0,6441.579,223474.134,12.407,6.786,235.414,Value derived from data provided in CDP,949.282868449353
30905,233859,Keywords Studios PLC,IRELAND,GB00BBQ38507,Information Technology,271.0,4015.0,20702.633,0.637,9.431,48.628,Value derived from data provided in Annual Report/Financial Accounts Disclosure,425.733246350736
30910,233860,Restore PLC,UNITED KINGDOM,GB00B5NR1S72,Industrials,7675.0,1911.163,11116.543,32.754,8.156,47.441,Value derived from data provided in Annual Report/Financial Accounts Disclosure,234.324992563403
30945,233881,Akelius Residential Property AB (publ),SWEDEN,SE0013110186,Real Estate,35102.0,46280.935,16344.715,65.39,86.214,30.448,Value derived from data provided in Environmental/CSR,536.813782158298
30952,233889,Pirelli & C. S.p.A.,ITALY,IT0005278236,Consumer Discretionary,168158.0,508396.203,1483543.247,32.454,98.119,286.318,Exact Value from CDP,5181.449866918618
30990,233932,Handicare Group AB (publ),SWEDEN,SE0010298109,Health Care,4665.342,3355.778,32429.652,19.968,14.363,138.799,Estimated data,233.6451
31039,233952,Nexa Resources S.A.,LUXEMBOURG,LU1701428291,Materials,252649.06,433099.05,582337.299,129.502,221.996,298.492,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1950.929
31050,233959,Bawag Group AG,AUSTRIA,AT0000BAWAG2,Financials,1158.0,5205.042,24648.541,1.072,4.819,22.82,Value derived from data provided in Environmental/CSR,1080.124068098132
31174,234000,EMIS Group PLC,UNITED KINGDOM,GB00B61D1Y04,Health Care,1842.615,1078.262,5825.507,9.01,5.272,28.485,Estimate used instead of disclosure - data does not cover global operations,204.509179777486
31317,234032,Smart Metering Systems PLC,UNITED KINGDOM,GB00B4X1RC86,Industrials,2679.682,1274.007,19843.05,20.288,9.646,150.233,Estimate used instead of disclosure - data does not cover global operations,132.081395795024
31441,234064,Verimatrix Societe anonyme,FRANCE,FR0010291245,Information Technology,412.736,490.568,3348.314,4.349,5.17,35.285,Estimated data,94.893
31668,234118,Livechat Software S.A.,POLAND,PLLVTSF00010,Information Technology,147.054,174.733,1192.61,4.351,5.17,35.285,Estimated data,33.799508600323
31768,234142,Fevertree Drinks Plc,UNITED KINGDOM,GB00BRJ9BJ26,Consumer Staples,14605.678,8962.312,122325.707,45.172,27.718,378.325,Estimate used instead of disclosure - data does not cover global operations,323.335189738554
31910,234176,Mimecast Limited,UNITED KINGDOM,GB00BYT5JK65,Information Technology,4906.729,2220.96,14343.87,11.492,5.202,33.595,Estimated data,426.963
32283,234268,AC IMMUNE SA,SWITZERLAND,CH0329023102,Health Care,229.229,344.667,1426.678,13.948,20.971,86.807,Estimated data,16.43509962433
32298,234271,CRISPR Therapeutics AG,SWITZERLAND,CH0334081137,Health Care,10.028,15.078,62.414,13.948,20.971,86.807,Estimated data,0.719
32343,234286,Venator Materials PLC,UNITED KINGDOM,GB00BF3ZNS54,Materials,900000.0,400000.0,537522.589,464.396,206.398,277.359,Data approximated from chart/graph in Environmental Report/CSR Report/Website,1938.0
32360,234290,ObsEva SA,SWITZERLAND,CH0346177709,Health Care,0.237,0.357,1.476,13.948,20.971,86.807,Estimated data,0.017
32507,234329,Galenica AG,SWITZERLAND,CH0360674466,Health Care,4261.0,2072.0,140050.501,1.145,0.557,37.626,Value derived from data provided in CDP,3722.221014546108
32534,234335,Alfa Financial Software Holdings PLC,UNITED KINGDOM,GB00BDHXPG30,Information Technology,477.52,522.946,4287.085,4.721,5.17,42.381,Derived from previous year,101.156096789685
32592,234353,DP Eurasia N.V.,NETHERLANDS,NL0012328801,Consumer Discretionary,1865.502,6953.405,13694.352,12.857,47.922,94.38,Estimated data,145.097667983494
32640,234365,"Unicaja Banco, S.A.",SPAIN,ES0180907000,Financials,739.296,7954.0,22130.925,0.968,10.416,28.982,Estimated data,763.620476625638
32645,234366,Delivery Hero SE,GERMANY,DE000A2E4K43,Consumer Discretionary,293961.61,41169.528,288157.581,104.341,14.613,102.281,Estimate used instead of disclosure - data does not cover global operations,2817.3038
32650,234367,doValue S.p.A.,ITALY,IT0001044996,Financials,3389.62,6128.392,21437.869,7.111,12.856,44.973,Estimate used instead of disclosure - data does not cover global operations,476.684984156757
32654,234368,JOST Werke AG,GERMANY,DE000JST4000,Industrials,12650.898,23598.202,335657.943,13.972,26.063,370.723,Value split from data provided in Environmental/CSR,905.414569907373
32712,234382,Balta Group NV,BELGIUM,BE0974314461,Consumer Discretionary,33344.04,44999.323,330734.6,52.072,70.274,516.499,Exact Value from CDP,640.3391
32720,234384,adesso SE,GERMANY,DE000A0Z23Q5,Information Technology,5002.654,3112.198,16298.962,8.384,5.216,27.315,Estimated data,596.706717160258
32725,234385,DATAGROUP SE,GERMANY,DE000A0JC8S7,Information Technology,4440.861,2187.85,15392.402,10.807,5.324,37.459,Estimated data,410.917594814419
32737,234389,Orsero S.p.A.,ITALY,IT0005138703,Consumer Staples,232896.572,14440.568,118350.505,196.194,12.165,99.7,Exact Value from Environmental/CSR,1187.070825555646
32862,234415,NEL ASA,NORWAY,NO0010081235,Industrials,362.9,892.5,14510.148,5.908,14.529,236.218,Value derived from data provided in Environmental/CSR,61.426932055533
32864,234417,Targovax ASA,NORWAY,NO0010689326,Health Care,0.925,1.39,5.755,13.948,20.971,86.807,Estimated data,0.06630000333
32869,234418,Boozt AB (publ),SWEDEN,SE0009888738,Consumer Discretionary,4183.305,18990.136,32465.543,8.836,40.112,68.576,Estimate used instead of disclosure - data does not cover global operations,473.426940068071
32874,234419,G5 Entertainment AB (publ),SWEDEN,SE0001824004,Communication Services,640.522,761.308,5196.224,4.349,5.17,35.285,Estimated data,147.263764992614
32880,234420,GomSpace Group AB (publ),SWEDEN,SE0008348304,Industrials,964.862,353.715,2806.075,45.66,16.739,132.792,Estimate used instead of disclosure - data does not cover global operations,21.1313
32885,234421,Hexatronic Group AB (publ),SWEDEN,SE0018040677,Industrials,9335.774,7080.277,65321.201,41.313,31.332,289.063,Derived from previous year,225.975698780819
32889,234422,Medicover AB (publ),SWEDEN,SE0009778848,Health Care,4927.93,46602.44,66322.118,4.333,40.979,58.319,Value derived from data provided in Environmental/CSR,1137.224662202864
32894,234425,SaltX Technology Holding AB (publ),SWEDEN,SE0005308541,Industrials,4.456,7.87,94.994,13.878,24.508,295.84,Estimated data,0.3211
32905,234428,Alternative Income REIT PLC,UNITED KINGDOM,GB00BDVK7088,Real Estate,124.446,545.987,299.571,12.648,55.493,30.448,Estimated data,9.838900341197
32915,234430,Medica Group Plc,UNITED KINGDOM,GB00BYV24996,Health Care,0.0,31.4,2753.626,0.0,0.665,58.319,Value derived from data provided in Annual Report/Financial Accounts Disclosure,47.2164
32920,234431,Zur Rose Group AG,SWITZERLAND,CH0042615283,Consumer Staples,13899.422,63096.503,107869.805,8.836,40.112,68.576,Estimated data,1573.005288498072
32934,234435,Attica Bank S.A.,GREECE,GRS001003037,Financials,3379.0,200.181,1466.518,56.731,3.361,24.622,Value derived from data provided in Environmental/CSR,59.561299994044
32980,234447,Columbus A/S,DENMARK,DK0010268366,Information Technology,2233.081,1436.604,12302.3,8.827,5.679,48.628,Estimated data,252.987066018168
33023,234457,Epigenomics AG,GERMANY,DE000A3H2184,Health Care,17.685,25.925,81.104,18.429,27.015,84.514,Estimated data,0.959654389837
33232,234505,OHB SE,GERMANY,DE0005936124,Industrials,10469.213,23907.287,103308.711,10.268,23.448,101.322,Estimated data,1019.604182028261
33248,234508,paragon GmbH & Co. KGaA,GERMANY,DE0005558696,Consumer Discretionary,2464.613,4934.78,63273.175,14.003,28.037,359.484,Estimated data,176.011199982399
33373,234537,technotrans SE,GERMANY,DE000A0XYGA7,Industrials,2888.74,4763.868,29126.663,13.308,21.947,134.183,Estimate used instead of disclosure - data does not cover global operations,217.066528717486
33412,234544,Capman Oyj,FINLAND,FI0009009377,Financials,19.852,351.493,1388.925,0.405,7.174,28.347,Estimate used instead of disclosure - data does not cover global operations,48.9971
33417,234545,Vectron Systems AG,GERMANY,DE000A0KEXC7,Information Technology,373.822,472.444,5179.519,11.406,14.415,158.03,Estimated data,32.775599996722
33419,234546,Villeroy & Boch AG,GERMANY,DE0007657231,Industrials,404739.595,75796.859,171619.079,443.399,83.037,188.012,Estimated data,912.811402581303
33448,234553,Develia S.A.,POLAND,PLLCCRP00017,Real Estate,1677.608,7360.269,4038.42,12.648,55.493,30.448,Estimated data,132.6349
33453,234554,CVS Group PLC,UNITED KINGDOM,GB00B2863827,Health Care,6748.0,5115.787,45704.375,12.521,9.492,84.805,Value derived from data provided in Annual Report/Financial Accounts Disclosure,538.935425211477
33725,234631,Sparebank 1 Ostlandet,NORWAY,NO0010751910,Financials,14.0,701.01,9075.185,0.034,1.723,22.302,Value derived from data provided in CDP,406.928120399585
33728,234632,Munters Group AB (publ),SWEDEN,SE0009806607,Industrials,6373.0,15059.151,205302.534,8.365,19.767,269.482,Value derived from data provided in CDP,761.840200164594
33738,234635,Embracer Group AB (publ),SWEDEN,SE0016828511,Communication Services,2725.9,3239.936,22113.817,4.349,5.17,35.285,Estimated data,626.7174
33749,234638,Balco Group AB,SWEDEN,SE0010323998,Industrials,2949.817,1064.901,19897.862,22.635,8.171,152.682,Estimate used instead of disclosure - data does not cover global operations,130.321887274449
33753,234639,Befesa S.A.,LUXEMBOURG,LU1704650164,Industrials,558000.0,92000.0,172433.157,810.135,133.571,250.348,Value derived from data provided in Environmental/CSR,688.774272595779
33756,234640,BioArctic AB (publ),SWEDEN,SE0010323311,Health Care,133.065,151.424,508.323,19.652,22.364,75.073,Estimated data,6.770999963469
33760,234642,ContourGlobal Plc,UNITED KINGDOM,GB00BF448H58,Utilities,8610340.783,19973.434,469229.035,6103.595,14.159,332.621,Exact Value from CDP,1410.6999
33764,234643,Crayon Group Holding ASA,NORWAY,NO0010808892,Information Technology,12313.443,11132.868,83168.955,5.915,5.348,39.95,Estimated data,2081.850925972809
33768,234644,Glenveagh Properties Plc,IRELAND,IE00BD6JX574,Consumer Discretionary,2700.0,214.0,55493.252,10.198,0.808,209.602,Value derived from data provided in CDP,264.7552
33775,234646,HelloFresh SE,GERMANY,DE000A161408,Consumer Discretionary,6854.175,19298.245,293084.045,1.604,4.515,68.576,Exact Value from Environmental/CSR,4273.8814
33782,234650,Rovio Entertainment Oyj,FINLAND,FI4000266804,Communication Services,1492.092,2345.167,10988.623,4.808,7.557,35.407,Estimated data,310.348999968965
33786,234651,SMCP S.A.,FRANCE,FR0013214145,Consumer Discretionary,2978.011,4176.522,65856.389,2.993,4.198,66.188,Derived from previous year,994.9861
33790,234653,Blue Prism Group plc,UNITED KINGDOM,GB00BYQ0HV16,Information Technology,619.44,677.98,6446.262,3.43,3.754,35.69,Estimate based on partial data disclosure in Annual Report/10-K/Financial Accounts,180.617280308482
33798,234655,Terveystalo Oyj,FINLAND,FI4000252127,Health Care,22251.679,16562.785,65564.376,19.793,14.733,58.319,Derived from previous year,1124.231662634703
33802,234656,TI Fluid Systems plc,UNITED KINGDOM,GB00BYQB9V88,Consumer Discretionary,30576.0,239474.0,1189196.081,9.532,74.654,370.723,Value derived from data provided in Annual Report/Financial Accounts Disclosure,3207.77589338541
33806,234657,Voltabox AG,GERMANY,DE000A2E4LE9,Industrials,731.013,1761.454,7115.223,28.685,69.119,279.199,Estimated data,25.48440958932
33891,234688,Arjo AB (publ),SWEDEN,SE0010468116,Health Care,13569.214,7849.542,105976.625,13.763,7.962,107.494,Value split from data provided in Annual Report/Financial Accounts Disclosure,985.885294680964
33898,234723,Kojamo Oyj,FINLAND,FI4000312251,Real Estate,5537.066,54730.0,13329.099,12.648,125.02,30.448,Estimated data,437.7711
33911,234746,Inventiva S.A.,FRANCE,FR0013233012,Health Care,83.663,125.795,520.702,13.948,20.971,86.807,Estimated data,5.998410002581
33948,234803,Energiekontor AG,GERMANY,DE0005313506,Industrials,2674.154,1106.988,16376.753,16.003,6.625,98.005,Estimated data,167.100680999771
